"","date","hits","keyword","geo","time","gprop","category"
"124",2014-04-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"125",2014-05-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"126",2014-06-01,44,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"127",2014-07-01,29,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"128",2014-08-01,18,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"129",2014-09-01,30,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"130",2014-10-01,26,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"131",2014-11-01,24,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"132",2014-12-01,31,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"133",2015-01-01,16,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"134",2015-02-01,31,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"135",2015-03-01,21,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"136",2015-04-01,21,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"137",2015-05-01,23,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"138",2015-06-01,28,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"139",2015-07-01,47,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"140",2015-08-01,32,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"141",2015-09-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"142",2015-10-01,36,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"143",2015-11-01,39,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"144",2015-12-01,32,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"145",2016-01-01,35,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"146",2016-02-01,46,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"147",2016-03-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"148",2016-04-01,36,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"149",2016-05-01,34,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"150",2016-06-01,38,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"151",2016-07-01,38,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"152",2016-08-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"153",2016-09-01,29,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"154",2016-10-01,35,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"155",2016-11-01,38,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"156",2016-12-01,38,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"157",2017-01-01,30,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"158",2017-02-01,43,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"159",2017-03-01,31,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"160",2017-04-01,28,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"161",2017-05-01,29,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"162",2017-06-01,38,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"163",2017-07-01,23,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"164",2017-08-01,21,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"165",2017-09-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"166",2017-10-01,23,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"167",2017-11-01,38,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"168",2017-12-01,36,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"169",2018-01-01,35,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"170",2018-02-01,35,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"171",2018-03-01,35,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"172",2018-04-01,19,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"173",2018-05-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"174",2018-06-01,33,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"175",2018-07-01,31,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"176",2018-08-01,33,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"177",2018-09-01,26,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"178",2018-10-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"179",2018-11-01,26,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"180",2018-12-01,31,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"181",2019-01-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"182",2019-02-01,28,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"183",2019-03-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"184",2019-04-01,31,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"185",2019-05-01,30,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"186",2019-06-01,29,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"187",2019-07-01,23,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"188",2019-08-01,24,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"189",2019-09-01,32,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"190",2019-10-01,31,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"191",2019-11-01,29,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"192",2019-12-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"193",2020-01-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"194",2020-02-01,26,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"195",2020-03-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"196",2020-04-01,18,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"197",2020-05-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"198",2020-06-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"199",2020-07-01,31,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"200",2020-08-01,23,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"201",2020-09-01,28,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"202",2020-10-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"203",2020-11-01,21,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"204",2020-12-01,27,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"205",2021-01-01,23,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"206",2021-02-01,24,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"207",2021-03-01,20,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"208",2021-04-01,29,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"209",2021-05-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"210",2021-06-01,22,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"211",2021-07-01,16,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"212",2021-08-01,25,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"213",2021-09-01,20,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"214",2021-10-01,18,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"215",2021-11-01,14,"used car for sale","ZA","2004-01-01 2021-11-07","web",0
"216",2004-01-01,65,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"217",2004-02-01,29,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"218",2004-03-01,35,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"219",2004-04-01,59,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"220",2004-05-01,22,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"221",2004-06-01,0,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"222",2004-07-01,0,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"223",2004-08-01,61,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"224",2004-09-01,20,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"225",2004-10-01,0,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"226",2004-11-01,0,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"227",2004-12-01,28,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"228",2005-01-01,37,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"229",2005-02-01,68,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"230",2005-03-01,0,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"231",2005-04-01,16,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"232",2005-05-01,26,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"233",2005-06-01,14,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"234",2005-07-01,27,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"235",2005-08-01,23,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"236",2005-09-01,0,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"237",2005-10-01,42,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"238",2005-11-01,34,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"239",2005-12-01,43,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"240",2006-01-01,20,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"241",2006-02-01,39,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"242",2006-03-01,25,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"243",2006-04-01,38,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"244",2006-05-01,15,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"245",2006-06-01,0,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"246",2006-07-01,15,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"247",2006-08-01,13,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"248",2006-09-01,14,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"249",2006-10-01,19,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"250",2006-11-01,26,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"251",2006-12-01,9,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"252",2007-01-01,36,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"253",2007-02-01,24,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"254",2007-03-01,16,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"255",2007-04-01,23,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"256",2007-05-01,26,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"257",2007-06-01,34,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"258",2007-07-01,17,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"259",2007-08-01,12,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"260",2007-09-01,20,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"261",2007-10-01,34,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"262",2007-11-01,36,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"263",2007-12-01,40,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"264",2008-01-01,39,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"265",2008-02-01,20,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"266",2008-03-01,33,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"267",2008-04-01,16,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"268",2008-05-01,40,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"269",2008-06-01,50,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"270",2008-07-01,15,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"271",2008-08-01,18,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"272",2008-09-01,21,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"273",2008-10-01,40,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"274",2008-11-01,47,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"275",2008-12-01,32,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"276",2009-01-01,39,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"277",2009-02-01,31,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"278",2009-03-01,31,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"279",2009-04-01,30,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"280",2009-05-01,42,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"281",2009-06-01,38,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"282",2009-07-01,35,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"283",2009-08-01,42,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"284",2009-09-01,68,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"285",2009-10-01,69,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"286",2009-11-01,59,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"287",2009-12-01,100,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"288",2010-01-01,84,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"289",2010-02-01,91,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"290",2010-03-01,81,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"291",2010-04-01,52,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"292",2010-05-01,58,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"293",2010-06-01,75,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"294",2010-07-01,80,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"295",2010-08-01,56,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"296",2010-09-01,58,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"297",2010-10-01,66,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"298",2010-11-01,63,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"299",2010-12-01,71,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"300",2011-01-01,67,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"301",2011-02-01,79,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"302",2011-03-01,50,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"303",2011-04-01,50,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"304",2011-05-01,48,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"305",2011-06-01,52,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"306",2011-07-01,77,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"307",2011-08-01,57,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"308",2011-09-01,65,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"309",2011-10-01,48,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"310",2011-11-01,40,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"311",2011-12-01,62,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"312",2012-01-01,66,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"313",2012-02-01,62,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"314",2012-03-01,53,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"315",2012-04-01,52,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"316",2012-05-01,51,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"317",2012-06-01,43,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"318",2012-07-01,56,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"319",2012-08-01,45,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"320",2012-09-01,52,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"321",2012-10-01,43,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"322",2012-11-01,60,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"323",2012-12-01,50,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"324",2013-01-01,62,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"325",2013-02-01,51,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"326",2013-03-01,68,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"327",2013-04-01,57,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"328",2013-05-01,66,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"329",2013-06-01,74,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"330",2013-07-01,58,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"331",2013-08-01,63,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"332",2013-09-01,66,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"333",2013-10-01,60,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"334",2013-11-01,46,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"335",2013-12-01,50,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"336",2014-01-01,54,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"337",2014-02-01,51,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"338",2014-03-01,50,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"339",2014-04-01,50,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"340",2014-05-01,64,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"341",2014-06-01,51,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"342",2014-07-01,58,"car for sale","ZA","2004-01-01 2021-11-07","web",0
"343",2014-08-01,57,"car for sale","ZA","2004-01-01 2021-11-07","web",0
